47bdb8e6.51,147539
47ed726b.17,35171
481ea519.7r,805072
484be426.46,339399
48a443cd.7a,547646
48e1bd32.3x,767885
4913da77.4u,594500
493c0236.a2,543573
4a18400f.60,987612
4a75f8a6.ad,883549
4bf5b2f8.5q,303080
4cb236cf.5t,287094
4cbe5599.39,4326
4d457df0.9x,245856
4edb2bc8.5b,675213
50c0ac0e.37,112396
50d22aef.al,281514
51010cad.6d,245115
513f8cd9.1i,56266
51c4b2f8.7o,501098
52213090.94,776027
52c2ca1a.24,961970
53155495.7f,600547
5381438b.4x,668504
539ff649.62,830805
5452a5cd.5m,889514
551ab769.7h,598261
553b8a03.e,273488
55c4eb35.2v,941380
55e368e1.9c,192954
564544cd.i,308151
56c548d3.3j,328355
575e437d.8i,733854
57e5860a.2m,949683
5800d9ed.4a,153288
59d3001d.8l,759979
5aca03e7.66,300857
5b64b640.a0,269025
5c17fab2.4f,417041
5cc19205.ai,1311
5d61b23b.4v,713775
5e6a0173.3u,399917
5f5a16bc.3r,643541
5f7676ea.4c,143341
5f7cc8c7.2f,904297
610b04fb.6r,371860
61d7140e.8h,52383
62b1ff68.14,354833
643f87e6.d,389341
64eb1dc1.6y,477978
656028c9.ah,474046
6649e1f2.2y,917131
66b0f55b.5p,430867
67127da3.b4,433142
675b15b1.9w,875024
689346b1.48,710589
697f7f2c.7p,37025
6a079d01.22,757081
6a20f03a.1o,286516
6a229362.1b,432468
6ab67af2.67,550709
6beacc03.y,212071
6dc2066f.ao,570447
6e2ffe57.5x,95009
6f6736c6.1q,863023
6fafc065.2s,202900
6fcb5530.2j,493233
6ffd012a.98,366169
722dc27c.r,142457
7251be2d.4j,720960
729947eb.c,167152
72beb2f7.7j,35941
734ffdab.9e,254228
73b70e95.85,935891
74607792.5h,425192
75a39a93.4i,491288
7646023e.7u,886718
76d45d33.8a,112883
77a9c0cc.6c,436568
78ca85b3.2l,286229
799d2972.6w,266214
79aeb09b.f,374994
79ed3977.3o,76954
79fbe641.6a,371808
7b126b94.93,192656
7b48caee.3i,205888
7d87ff75.ak,356230
7ddff3a7.8g,630347
7ef835ae.8u,177363
7f3daef7.9q,680831
7ff943b4.16,416419
812019fa.a9,136768
815f4c36.2c,922773
817f83e9.3,564416
8207fd64.18,26917
82b9d61d.3t,801857
835a7a21.8r,945702
8376caf4.9y,105802
841262b1.6x,396230
84806e5f.29,21380
8528853d.3s,312123
8580db1b.81,596493
85871bc1.1g,292872
861a083a.36,817175
869998a5.56,971910
8785eac7.86,235019
88acdf53.9l,994807
8923fe3c.ar,238053
89971df6.3v,621050
8a6ca76b.3n,347964
8a94e058.2i,67778
8b2909e4.4n,917240
8b6a0443.9b,425180
8bc6cea7.9o,229805
8c1c2abc.4q,582803
8d6066a9.42,76776
8d634cb3.2n,914685
8e19b82a.6i,787334
8e69cce4.7x,937790
8ec3faf5.5l,544157
8ecb66e4.2x,966642
8f484213.1c,922394
8f5b3ea0.7q,388612
8f6d2e31.3f,805342
8ff04c62.2h,989087
8ffce464.5d,824614
9059233d.8o,110423
90edc463.1y,429163
922d57a7.4r,513982
9236deac.9v,321594
9261eef3.5i,84168
9337f1cc.8z,748204
935cdbb1.4,568958
93c771b3.9a,220022
93f7e13e.5a,794133
9435f35d.3w,271886
94fb74d5.7c,42340
9562a3d2.a6,650908
9598ce4c.9h,569240
9606a845.8j,599972
96654195.a,464957
97881b19.b0,106328
97996b4c.3b,266846
984d784d.44,644533
99277330.1v,555840
99fe5c70.aw,446836
9b146715.8b,203743
9b3f7f10.1p,799228
9b547ac3.97,409475
9c1eb7ed.87,423782
9f6ea35e.3y,629106
9fa5ba42.ac,65955
9fc43d71.9s,38852
9fe62775.9f,175341
a01c3913.6u,197985
a070bfcf.28,276119
a0a84bad.1h,902662
a20f9789.a3,762094
a2d967d0.7d,569471
a318b03f.38,549012
a3c8f720.1a,71049
a52fdbe7.5g,510065
a58be4b1.4g,167121
a5d64847.8w,197397
a694eff9.7w,779040
a6e5244f.ag,909454
a741371a.4y,169144
a7a9f875.2t,267594
a7e7a7ac.3l,877303
a7fa55d8.4w,388892
a8753e40.40,893732
a98991a0.82,856328
aa6694c4.50,608561
ac204637.j,904399
ac363d61.49,708374
add2b708.5,351387
ae1e5292.88,616813
ae5ba200.ap,60078
af006655.61,249404
afba69d0.47,275775
afdc2590.2r,334550
b2b15be8.45,929366
b2f748a2.9i,820154
b3130f8c.1t,139721
b4586624.u,838765
b60d2acb.9r,899766
b638045e.9j,485697
b68f3cd4.1m,346022
b7fdf245.9,671456
b83d6ce0.t,217835
b8ab2a48.6m,799253
b9cae5dc.1l,568038
ba85cde2.6n,376717
bbba26f7.w,786948
bc01a1f4.73,241430
bc71bd89.8p,288346
be163507.2d,706769
bec7e819.4m,254934
c1009b39.q,551596
c1cbb436.96,994112
c2344742.l,6789
c2c6c38d.7k,354024
c30c7305.b3,420414
c38f8ec4.a4,503622
c397d3af.7g,689172
c432dec9.74,873806
c482096a.a1,302703
c56f6498.55,937684
c5846455.7n,371270
c71562b6.1k,641743
c75317a2.92,787854
c7b53208.2e,116791
c837840a.2a,682217
c8d14ed3.b2,590413
c9830ad1.83,618663
c9980ae8.6k,546429
ca8c7107.6g,378086
cac6b0f1.9u,652250
cbca848e.9n,941139
cbe40b6e.65,574302
cc4c3fb9.3e,464049
ccca4e8e.5z,17358
cd689b04.aj,48829
cd6dfcf6.31,564652
cd912252.a5,178326
ce3ddd7f.78,398612
ce7bd032.64,852605
cedbb5bc.3z,638123
cf03fce9.az,410198
cfd61e9b.8t,921650
cffb06ce.8s,46508
d0555972.6o,654953
d099a110.4o,159798
d0c40ce3.1n,547592
d1e5aa0a.2z,863405
d21ded18.9d,390927
d23e870c.6f,326536
d33d2973.2k,73577
d34dc3c9.2p,746281
d5894390.57,29602
d5895aa8.6e,826944
d74f1dd9.13,837152
d8046981.4e,53920
d98db0f8.2w,890849
da961cf4.4l,386450
dbf10d28.3d,638468
dbf3b3a3.84,430481
dc692beb.7v,358207
dc9ecf9c.4h,50529
de01feea.76,787112
de3a3922.v,641478
defebf85.5u,40652
df3880e1.12,458372
df994067.5w,87310
dfd3b37f.15,352562
e08c391a.58,190183
e09f6b77.4b,801141
e0c93a51.an,438156
e1ef32b6.1f,996292
e2034f7a.3m,956077
e23275c0.1w,807645
e26d72d5.7e,377348
e31e78f5.2,916613
e3b038be.8,663031
e5336708.8n,612789
e5345c87.35,95954
e7775d07.6l,32534
e7a8597d.8v,428473
e7e93c51.6j,116220
e8336a40.6p,106396
e9a8895e.6v,950872
e9db80e1.8m,164049
ea088344.43,357104
ea348bed.1e,502591
ea6d055f.2u,244474
eaee692f.af,901736
eb327bb9.3g,226229
eb3c7d74.aq,85507
eb64ca0f.6h,163603
ecf88222.at,70421
ee7f3803.7i,388781
f080d4f3.33,190827
f0c3102f.79,925095
f126c4fa.4z,416428
f15e0731.6,917862
f18c26a3.7m,674969
f1c1a39e.91,518671
f1e95df0.8f,280816
f286fa11.2q,415122
f2919572.a7,455593
f2d478d7.6b,174270
f634994c.ax,270777
f70b15f4.2o,251891
f8b97d79.26,45372
f8b9f631.25,245218
fa7ba3cf.6z,945718
faa7d388.3a,918370
faa96197.19,482325
fb46ae53.10,359169
fbb0d213.x,43745
fc104f63.4k,465377
ff35ab05.ay,849540
ffc26187.54,600974
